,image_name,age,ethnicity,gender
0,67_0_3_20170119212008184.jpg.chip.jpg,67,Indian,Male
1,77_0_0_20170109132051992.jpg.chip.jpg,77,White,Male
2,8_0_0_20170103201927968.jpg.chip.jpg,8,White,Male
3,67_1_0_20170120225003182.jpg.chip.jpg,67,White,Female
4,75_0_0_20170117171021853.jpg.chip.jpg,75,White,Male
5,65_1_0_20170110175818279.jpg.chip.jpg,65,White,Female
6,74_0_0_20170120224009436.jpg.chip.jpg,74,White,Male
7,6_1_0_20170104005600943.jpg.chip.jpg,6,White,Female
8,71_0_0_20170104213443413.jpg.chip.jpg,71,White,Male
9,74_0_2_20170105174346668.jpg.chip.jpg,74,Asian,Male
10,6_1_0_20170109204600139.jpg.chip.jpg,6,White,Female
11,63_1_1_20170113190755479.jpg.chip.jpg,63,Black,Female
12,63_0_0_20170113210319862.jpg.chip.jpg,63,White,Male
13,67_0_3_20161220221736930.jpg.chip.jpg,67,Indian,Male
14,7_0_1_20170116153103465.jpg.chip.jpg,7,Black,Male
15,65_0_0_20170111171747635.jpg.chip.jpg,65,White,Male
16,74_0_2_20170105174417462.jpg.chip.jpg,74,Asian,Male
17,7_0_0_20170110225010277.jpg.chip.jpg,7,White,Male
18,80_0_0_20170111211335909.jpg.chip.jpg,80,White,Male
19,71_1_0_20170110131635408.jpg.chip.jpg,71,White,Female
20,75_0_3_20170112205612628.jpg.chip.jpg,75,Indian,Male
21,76_0_0_20170111201944904.jpg.chip.jpg,76,White,Male
22,63_0_3_20170119211934680.jpg.chip.jpg,63,Indian,Male
23,69_1_0_20170110141308465.jpg.chip.jpg,69,White,Female
24,70_0_2_20170116173622688.jpg.chip.jpg,70,Asian,Male
25,80_0_0_20170117173234032.jpg.chip.jpg,80,White,Male
26,69_0_0_20170117185705145.jpg.chip.jpg,69,White,Male
27,7_1_0_20170109205404516.jpg.chip.jpg,7,White,Female
28,67_0_0_20170117192237235.jpg.chip.jpg,67,White,Male
29,68_0_0_20170111205927835.jpg.chip.jpg,68,White,Male
30,8_1_0_20170109205030055.jpg.chip.jpg,8,White,Female
31,68_1_0_20170113210319664.jpg.chip.jpg,68,White,Female
32,8_1_0_20170109203701788.jpg.chip.jpg,8,White,Female
33,65_1_0_20170116220142214.jpg.chip.jpg,65,White,Female
34,76_1_1_20170112205902715.jpg.chip.jpg,76,Black,Female
35,6_1_3_20161220220515578.jpg.chip.jpg,6,Indian,Female
36,65_1_0_20170117173004744.jpg.chip.jpg,65,White,Female
37,80_1_0_20170110183817822.jpg.chip.jpg,80,White,Female
38,68_0_0_20170109015134679.jpg.chip.jpg,68,White,Male
39,70_0_3_20170119205849176.jpg.chip.jpg,70,Indian,Male
40,7_0_0_20170110215534588.jpg.chip.jpg,7,White,Male
41,75_0_0_20170111200622706.jpg.chip.jpg,75,White,Male
42,74_0_0_20170120230055728.jpg.chip.jpg,74,White,Male
43,7_0_1_20170110224720024.jpg.chip.jpg,7,Black,Male
44,7_1_2_20161219141129768.jpg.chip.jpg,7,Asian,Female
45,71_1_0_20170110181315747.jpg.chip.jpg,71,White,Female
46,6_1_0_20170109204905156.jpg.chip.jpg,6,White,Female
47,8_0_0_20170103210815996.jpg.chip.jpg,8,White,Male
48,72_0_2_20170112224343210.jpg.chip.jpg,72,Asian,Male
